"Barcode"	"Cluster"
"436"	"G11_B03_P1-F11_LIG208_5_1"	"POB"
"437"	"G12_G09_P1-F10_LIG189_5_1"	"POB"
"438"	"A05_D10_P1-F12_LIG26_5_1"	"POB"
"439"	"G10_A04_P1-F12_LIG246_5_1"	"POB"
"440"	"G11_B10_P3-G03_LIG164_5_1"	"POB"
"441"	"B03_C09_P3-G03_LIG273_5_1"	"POB"
"442"	"A05_D10_P1-F10_LIG218_5_1"	"POB"
"443"	"A03_C03_P3-G03_LIG109_5_1"	"POB"
"444"	"F12_G05_P1-F09_LIG96_5_1"	"POB"
"445"	"F12_G09_P3-G02_LIG124_5_1"	"POB"
"446"	"B12_G11_P3-G02_LIG165_5_1"	"POB"
"447"	"H03_C05_P1-F12_LIG155_5_1"	"POB"
"448"	"E03_C04_P1-F12_LIG310_5_1"	"POB"
"449"	"C05_D11_P3-G03_LIG71_5_1"	"POB"
"450"	"A03_C02_P1-F10_LIG57_5_1"	"POB"
"451"	"D11_F07_P1-F09_LIG15_5_1"	"POB"
"452"	"B11_B06_P1-F12_LIG310_5_1"	"POB"
"453"	"A03_C03_P3-G02_LIG90_5_1"	"POB"
"454"	"A03_C12_P1-F10_LIG108_5_1"	"POB"
"455"	"F11_F03_P1-F11_LIG117_5_1"	"POB"
"456"	"C02_B02_P1-F11_LIG14_5_1"	"POB"
"457"	"A12_G10_P1-F10_LIG3_5_1"	"POB"
"458"	"F02_B02_P3-G03_LIG204_5_1"	"POB"
"459"	"H03_C10_P3-G02_LIG58_5_1"	"POB"
"460"	"A02_B11_P1-F12_LIG103_5_1"	"POB"
"461"	"F02_B09_P1-F10_LIG213_5_1"	"POB"
"462"	"E05_D12_P1-F11_LIG116_5_1"	"POB"
"463"	"G10_A08_P1-F12_LIG40_5_1"	"POB"
"464"	"C02_B02_P3-G02_LIG271_5_1"	"POB"
"465"	"A03_C06_P1-F11_LIG62_5_1"	"POB"
"466"	"B12_G04_P1-F09_LIG131_5_1"	"POB"
"467"	"D02_B09_P1-F10_LIG348_5_1"	"POB"
"468"	"A11_F05_P3-G02_LIG76_5_1"	"POB"
"469"	"E02_B11_P1-F12_LIG82_5_1"	"POB"
"470"	"D03_C03_P1-F12_LIG61_5_1"	"POB"
"471"	"E06_E06_P3-G03_LIG370_5_1"	"POB"
"472"	"B06_E03_P1-F12_LIG306_5_1"	"POB"
"473"	"C02_B11_P1-F12_LIG212_5_1"	"POB"
"474"	"C10_A01_P3-G03_LIG140_5_1"	"POB"
"475"	"A02_B12_P1-F10_LIG14_5_1"	"POB"
"476"	"C02_B12_P1-F12_LIG308_5_1"	"POB"
"477"	"C11_F01_P3-G02_LIG221_5_1"	"POB"
"478"	"E12_G02_P1-F12_LIG378_5_1"	"POB"
"479"	"A03_C09_P1-F12_LIG125_5_1"	"POB"
"480"	"F11_F06_P1-F12_LIG33_5_1"	"POB"
"481"	"A03_C08_P3-G02_LIG352_5_1"	"POB"
"482"	"D11_B10_P1-F10_LIG73_5_1"	"POB"
"483"	"D02_B02_P1-F11_LIG121_5_1"	"POB"
"484"	"A11_B05_P1-F09_LIG236_5_1"	"POB"
"485"	"F06_E12_P1-F11_LIG172_5_1"	"POB"
"486"	"C10_A02_P1-F12_LIG95_5_1"	"POB"
"487"	"G11_F08_P1-F12_LIG226_5_1"	"POB"
"488"	"E05_D11_P3-G03_LIG113_5_1"	"POB"
"489"	"H05_D10_P1-F10_LIG109_5_1"	"POB"
"490"	"A11_F05_P1-F11_LIG35_5_1"	"POB"
"491"	"E02_B12_P3-G02_LIG206_5_1"	"POB"
"492"	"D02_B06_P1-F09_LIG312_5_1"	"POB"
"493"	"B03_C04_P1-F10_LIG290_5_1"	"POB"
"494"	"G02_B05_P1-F12_LIG30_5_1"	"POB"
"495"	"C05_D01_P1-F10_LIG18_5_1"	"POB"
"496"	"E05_D08_P1-F09_LIG221_5_1"	"POB"
"497"	"G10_A04_P3-G03_LIG70_5_1"	"POB"
"498"	"H06_E11_P1-F12_LIG5_5_1"	"POB"
"499"	"H11_B10_P1-F10_LIG184_5_1"	"POB"
"500"	"E06_E01_P3-G02_LIG216_5_1"	"POB"
"501"	"E06_E11_P1-F09_LIG171_5_1"	"POB"
"502"	"B10_A08_P1-F10_LIG83_5_1"	"POB"
"503"	"E10_A01_P1-F09_LIG60_5_1"	"POB"
"504"	"B03_C09_P1-F11_LIG78_5_1"	"POB"
"505"	"A12_G11_P3-G03_LIG155_5_1"	"POB"
"506"	"B11_F04_P1-F10_LIG118_5_1"	"POB"
"507"	"C11_B07_P1-F12_LIG81_5_1"	"POB"
"508"	"F03_C05_P3-G02_LIG236_5_1"	"POB"
"509"	"H02_B04_P1-F12_LIG171_5_1"	"POB"
"510"	"E12_G02_P3-G03_LIG200_5_1"	"POB"
"511"	"A10_A04_P1-F12_LIG190_5_1"	"POB"
"512"	"A06_E07_P3-G03_LIG77_5_1"	"POB"
"513"	"C03_C01_P1-F10_LIG319_5_1"	"POB"
"514"	"H03_C02_P3-G03_LIG372_5_1"	"POB"
"515"	"E11_F09_P1-F12_LIG194_5_1"	"POB"
"516"	"D11_F05_P3-G02_LIG99_5_1"	"POB"
"517"	"D06_E12_P1-F09_LIG70_5_1"	"POB"
"518"	"G12_G10_P3-G03_LIG297_5_1"	"POB"
"519"	"C03_C12_P1-F09_LIG184_5_1"	"POB"
"520"	"A02_B02_P1-F12_LIG107_5_1"	"POB"
"521"	"C05_D01_P3-G03_LIG342_5_1"	"POB"
"522"	"A06_E04_P3-G03_LIG240_5_1"	"POB"
"523"	"D10_A03_P3-G02_LIG282_5_1"	"POB"
"524"	"D12_G04_P3-G03_LIG126_5_1"	"POB"
"525"	"G11_F12_P3-G02_LIG339_5_1"	"POB"
"526"	"C06_E10_P1-F09_LIG8_5_1"	"POB"
"527"	"D02_B05_P1-F09_LIG84_5_1"	"POB"
"528"	"H10_A08_P1-F11_LIG313_5_1"	"POB"
"529"	"H10_A01_P1-F11_LIG236_5_1"	"POB"
"530"	"A06_E06_P3-G03_LIG11_5_1"	"POB"
"531"	"C12_G05_P1-F11_LIG76_5_1"	"POB"
"532"	"F10_A03_P1-F09_LIG328_5_1"	"POB"
"533"	"F02_B11_P3-G02_LIG154_5_1"	"POB"
"534"	"B05_D03_P1-F09_LIG361_5_1"	"POB"
"535"	"D10_A01_P1-F09_LIG235_5_1"	"POB"
"536"	"H02_B01_P3-G03_LIG59_5_1"	"POB"
"537"	"F06_E12_P1-F09_LIG78_5_1"	"POB"
"538"	"D03_C01_P3-G03_LIG73_5_1"	"POB"
"539"	"F06_E07_P1-F09_LIG87_5_1"	"POB"
"540"	"D02_B03_P3-G03_LIG26_5_1"	"POB"
"541"	"D11_F11_P1-F10_LIG282_5_1"	"POB"
"542"	"C03_C04_P1-F11_LIG313_5_1"	"POB"
"543"	"E06_E12_P1-F12_LIG283_5_1"	"POB"
"544"	"A11_B05_P1-F11_LIG7_5_1"	"POB"
"545"	"C02_B11_P3-G03_LIG212_5_1"	"POB"
"546"	"H06_E02_P1-F10_LIG29_5_1"	"POB"
"547"	"A03_C12_P1-F10_LIG134_5_1"	"POB"
"548"	"F11_F09_P1-F11_LIG46_5_1"	"POB"
"549"	"D10_A09_P3-G02_LIG357_5_1"	"POB"
"550"	"D11_B02_P1-F10_LIG194_5_1"	"POB"
"551"	"F10_A07_P3-G02_LIG35_5_1"	"POB"
"552"	"E10_A02_P1-F10_LIG270_5_1"	"POB"
"553"	"F12_G02_P1-F12_LIG377_5_1"	"POB"
"554"	"E02_B01_P3-G03_LIG360_5_1"	"POB"
"555"	"G02_B12_P3-G03_LIG141_5_1"	"POB"
"556"	"D10_A12_P3-G03_LIG217_5_1"	"POB"
"557"	"E02_B06_P3-G02_LIG371_5_1"	"OB"
"558"	"B05_D03_P1-F12_LIG99_5_1"	"OB"
"559"	"B05_D07_P3-G03_LIG375_5_1"	"OB"
"560"	"F11_F09_P1-F09_LIG106_5_1"	"OB"
"561"	"C02_B04_P1-F11_LIG208_5_1"	"OB"
"562"	"D12_G12_P1-F09_LIG276_5_1"	"OB"
"563"	"G06_E10_P3-G03_LIG303_5_1"	"OB"
"564"	"B10_A02_P1-F09_LIG43_5_1"	"OB"
"565"	"E05_D12_P1-F12_LIG269_5_1"	"OB"
"566"	"H10_A08_P1-F10_LIG153_5_1"	"OB"
"567"	"C02_B06_P3-G03_LIG188_5_1"	"OB"
"568"	"D11_F10_P3-G02_LIG63_5_1"	"OB"
"569"	"A11_F08_P1-F11_LIG247_5_1"	"OB"
"570"	"C06_E01_P1-F11_LIG108_5_1"	"OB"
"571"	"B12_G11_P1-F12_LIG285_5_1"	"OB"
"572"	"B05_D09_P3-G02_LIG320_5_1"	"OB"
"573"	"C05_D03_P1-F09_LIG44_5_1"	"OB"
"574"	"B06_E05_P3-G03_LIG190_5_1"	"OB"
"575"	"F05_D02_P1-F12_LIG240_5_1"	"OB"
"576"	"B06_E09_P3-G02_LIG224_5_1"	"OB"
"577"	"B11_F09_P1-F12_LIG25_5_1"	"OB"
"578"	"G03_C05_P1-F10_LIG304_5_1"	"OB"
"579"	"G12_G04_P3-G03_LIG301_5_1"	"OB"
"580"	"A12_G02_P3-G03_LIG184_5_1"	"OB"
"581"	"G02_B08_P1-F12_LIG58_5_1"	"OB"
"582"	"E12_G05_P1-F11_LIG163_5_1"	"OB"
"583"	"E11_F06_P1-F11_LIG217_5_1"	"OB"
"584"	"H12_G04_P1-F12_LIG47_5_1"	"OB"
"585"	"A06_E02_P3-G03_LIG162_5_1"	"OB"
"586"	"H06_E08_P1-F09_LIG269_5_1"	"OB"
"587"	"B05_D08_P1-F10_LIG61_5_1"	"OB"
"588"	"H03_C01_P1-F12_LIG223_5_1"	"OB"
"589"	"B06_E10_P1-F11_LIG62_5_1"	"OB"
"590"	"H05_D11_P1-F09_LIG203_5_1"	"OB"
"591"	"F10_A04_P1-F09_LIG351_5_1"	"OB"
"592"	"F03_C08_P1-F09_LIG229_5_1"	"OB"
"593"	"G12_G05_P1-F10_LIG377_5_1"	"OB"
"594"	"A05_D05_P1-F11_LIG257_5_1"	"OB"
"595"	"B06_E11_P1-F09_LIG48_5_1"	"OB"
"596"	"A12_G01_P1-F12_LIG176_5_1"	"OB"
"597"	"B06_E01_P3-G02_LIG349_5_1"	"OB"
"598"	"D03_C02_P1-F10_LIG132_5_1"	"OB"
"599"	"D12_G01_P1-F11_LIG331_5_1"	"OB"
"600"	"H10_A07_P1-F12_LIG189_5_1"	"OB"
"601"	"F11_F01_P1-F10_LIG112_5_1"	"OB"
"602"	"A02_B03_P1-F12_LIG98_5_2"	"PA-1"
"603"	"A02_B05_P1-F11_LIG14_5_2"	"SR-2"
"604"	"A02_B06_P1-F09_LIG250_5_2"	"PA-1"
"605"	"A02_B06_P3-G02_LIG240_5_2"	"PA-1"
"606"	"A02_B06_P3-G02_LIG91_5_2"	"SR-2"
"607"	"A02_B07_P1-F09_LIG268_5_2"	"SI-2"
"608"	"A02_B07_P1-F11_LIG63_5_2"	"PA-1"
"609"	"A02_B08_P1-F12_LIG54_5_2"	"PA-1"
"610"	"A02_B09_P1-F12_LIG204_5_2"	"SR-2"
"611"	"A02_B10_P1-F10_LIG255_5_2"	"PA-1"
"612"	"A02_B10_P1-F12_LIG232_5_2"	"SR-2"
"613"	"A02_B10_P3-G03_LIG177_5_2"	"SR-2"
"614"	"A02_B12_P1-F11_LIG224_5_2"	"SI-2"
"615"	"A02_B12_P3-G02_LIG259_5_2"	"SR-2"
"616"	"A02_B12_P3-G03_LIG93_5_2"	"SR-2"
"617"	"A03_C01_P1-F09_LIG182_5_2"	"SI-2"
"618"	"A03_C02_P1-F12_LIG198_5_2"	"SI-2"
"619"	"A03_C04_P1-F09_LIG328_5_2"	"SI-2"
"620"	"A03_C05_P3-G02_LIG246_5_2"	"SR-2"
"621"	"A03_C05_P3-G02_LIG322_5_2"	"SI-2"
"622"	"A03_C05_P3-G03_LIG259_5_2"	"PA-1"
"623"	"A03_C06_P1-F11_LIG368_5_2"	"PA-1"
"624"	"A03_C07_P1-F10_LIG17_5_2"	"SI-2"
"625"	"A03_C07_P3-G03_LIG243_5_2"	"PA-1"
"626"	"A03_C08_P1-F10_LIG28_5_2"	"SI-2"
"627"	"A03_C08_P1-F11_LIG61_5_2"	"SR-2"
"628"	"A03_C09_P1-F10_LIG73_5_2"	"SI-2"
"629"	"A03_C09_P3-G02_LIG166_5_2"	"SI-2"
"630"	"A03_C09_P3-G03_LIG60_5_2"	"SR-2"
"631"	"A03_C10_P3-G02_LIG342_5_2"	"SI-2"
"632"	"A03_C11_P1-F12_LIG54_5_2"	"SI-2"
"633"	"A05_D01_P1-F10_LIG88_5_2"	"SR-2"
"634"	"A05_D03_P1-F09_LIG264_5_2"	"PA-1"
"635"	"A05_D04_P1-F11_LIG6_5_2"	"SR-2"
"636"	"A05_D06_P1-F09_LIG335_5_2"	"SR-2"
"637"	"A05_D07_P3-G03_LIG273_5_2"	"SR-2"
"638"	"A05_D08_P1-F11_LIG158_5_2"	"SR-2"
"639"	"A05_D08_P1-F11_LIG280_5_2"	"SI-2"
"640"	"A05_D08_P3-G02_LIG113_5_2"	"SI-2"
"641"	"A05_D08_P3-G02_LIG296_5_2"	"PA-1"
"642"	"A05_D08_P3-G03_LIG287_5_2"	"SI-2"
"643"	"A05_D09_P1-F12_LIG106_5_2"	"PA-1"
"644"	"A05_D11_P1-F11_LIG273_5_2"	"SI-2"
"645"	"A05_D12_P1-F12_LIG93_5_2"	"SR-2"
"646"	"A06_E01_P1-F09_LIG117_5_2"	"SR-2"
"647"	"A06_E03_P1-F12_LIG63_5_2"	"SR-2"
"648"	"A06_E05_P1-F10_LIG371_5_2"	"SI-2"
"649"	"A06_E06_P3-G02_LIG172_5_2"	"SI-2"
"650"	"A06_E08_P1-F10_LIG175_5_2"	"SI-2"
"651"	"A06_E09_P1-F12_LIG142_5_2"	"PA-1"
"652"	"A06_E10_P1-F10_LIG330_5_2"	"PA-1"
"653"	"A06_E12_P1-F10_LIG260_5_2"	"SI-2"
"654"	"A10_A02_P1-F10_LIG82_5_2"	"PA-1"
"655"	"A10_A02_P3-G03_LIG252_5_2"	"PA-1"
"656"	"A10_A03_P1-F09_LIG160_5_2"	"SI-2"
"657"	"A10_A03_P1-F10_LIG55_5_2"	"SR-2"
"658"	"A10_A03_P1-F11_LIG127_5_2"	"PA-1"
"659"	"A10_A03_P3-G02_LIG155_5_2"	"SR-2"
"660"	"A10_A04_P1-F09_LIG22_5_2"	"PA-1"
"661"	"A10_A05_P1-F09_LIG88_5_2"	"SI-2"
"662"	"A10_A05_P1-F12_LIG74_5_2"	"SI-2"
"663"	"A10_A05_P3-G03_LIG117_5_2"	"SI-2"
"664"	"A10_A06_P1-F10_LIG26_5_2"	"SR-2"
"665"	"A10_A06_P1-F11_LIG184_5_2"	"PA-1"
"666"	"A10_A06_P3-G02_LIG166_5_2"	"PA-1"
"667"	"A10_A07_P1-F09_LIG346_5_2"	"SI-2"
"668"	"A10_A07_P1-F12_LIG356_5_2"	"SI-2"
"669"	"A10_A07_P3-G03_LIG18_5_2"	"SI-2"
"670"	"A10_A08_P3-G02_LIG8_5_2"	"SR-2"
"671"	"A10_A09_P1-F11_LIG216_5_2"	"SR-2"
"672"	"A10_A09_P1-F12_LIG335_5_2"	"SI-2"
"673"	"A10_A09_P1-F12_LIG45_5_2"	"PA-1"
"674"	"A10_A10_P1-F10_LIG338_5_2"	"PA-1"
"675"	"A10_A10_P1-F11_LIG218_5_2"	"SR-2"
"676"	"A10_A11_P3-G02_LIG328_5_2"	"SR-2"
"677"	"A10_A12_P3-G02_LIG46_5_2"	"SI-2"
"678"	"A11_B01_P1-F12_LIG228_5_2"	"SI-2"
"679"	"A11_B02_P1-F12_LIG281_5_2"	"SI-2"
"680"	"A11_B03_P1-F11_LIG326_5_2"	"SI-2"
"681"	"A11_B03_P1-F11_LIG96_5_2"	"SR-2"
"682"	"A11_B03_P3-G03_LIG229_5_2"	"SI-2"
"683"	"A11_B04_P1-F09_LIG176_5_2"	"SR-2"
"684"	"A11_B05_P1-F11_LIG328_5_2"	"SR-2"
"685"	"A11_B05_P3-G02_LIG70_5_2"	"SI-2"
"686"	"A11_B06_P1-F12_LIG130_5_2"	"SI-2"
"687"	"A11_B06_P1-F12_LIG200_5_2"	"PA-1"
"688"	"A11_B08_P1-F10_LIG250_5_2"	"SI-2"
"689"	"A11_B08_P3-G03_LIG166_5_2"	"PA-1"
"690"	"A11_B09_P1-F12_LIG108_5_2"	"SI-2"
"691"	"A11_B09_P3-G03_LIG283_5_2"	"PA-1"
"692"	"A11_B09_P3-G03_LIG43_5_2"	"PA-1"
"693"	"A11_B10_P1-F10_LIG33_5_2"	"SI-2"
"694"	"A11_B10_P1-F11_LIG278_5_2"	"SR-2"
"695"	"A11_B11_P1-F09_LIG93_5_2"	"SI-2"
"696"	"A11_B11_P1-F11_LIG53_5_2"	"SR-2"
"697"	"A11_B12_P1-F10_LIG261_5_2"	"SI-2"
"698"	"A11_F01_P1-F09_LIG310_5_2"	"SI-2"
"699"	"A11_F04_P1-F12_LIG185_5_2"	"SI-2"
"700"	"A11_F06_P1-F10_LIG156_5_2"	"SR-2"
"701"	"A11_F07_P1-F09_LIG255_5_2"	"SI-2"
"702"	"A11_F07_P1-F11_LIG239_5_2"	"PA-1"
"703"	"A11_F07_P3-G03_LIG46_5_2"	"SI-2"
"704"	"A11_F09_P1-F11_LIG244_5_2"	"SR-2"
"705"	"A11_F11_P1-F09_LIG39_5_2"	"SI-2"
"706"	"A11_F11_P1-F09_LIG48_5_2"	"SR-2"
"707"	"A11_F11_P3-G02_LIG213_5_2"	"SI-2"
"708"	"A11_F12_P1-F09_LIG100_5_2"	"SR-2"
"709"	"A11_F12_P1-F12_LIG280_5_2"	"SI-2"
"710"	"A12_G01_P1-F12_LIG176_5_2"	"SR-2"
"711"	"A12_G01_P3-G03_LIG184_5_2"	"SI-2"
"712"	"A12_G02_P1-F09_LIG108_5_2"	"PA-1"
"713"	"A12_G02_P1-F09_LIG195_5_2"	"PA-1"
"714"	"A12_G03_P1-F10_LIG149_5_2"	"PA-1"
"715"	"A12_G03_P1-F10_LIG199_5_2"	"SR-2"
"716"	"A12_G03_P1-F10_LIG68_5_2"	"SR-2"
"717"	"A12_G03_P3-G02_LIG317_5_2"	"SI-2"
"718"	"A12_G03_P3-G03_LIG271_5_2"	"PA-1"
"719"	"A12_G04_P1-F09_LIG108_5_2"	"SR-2"
"720"	"A12_G04_P1-F12_LIG361_5_2"	"SR-2"
"721"	"A12_G06_P1-F10_LIG190_5_2"	"SR-2"
"722"	"A12_G06_P1-F12_LIG285_5_2"	"SI-2"
"723"	"A12_G07_P1-F11_LIG58_5_2"	"SI-2"
"724"	"A12_G08_P1-F09_LIG156_5_2"	"PA-1"
"725"	"A12_G08_P1-F12_LIG95_5_2"	"SR-2"
"726"	"A12_G09_P3-G03_LIG25_5_2"	"SR-2"
"727"	"A12_G09_P3-G03_LIG76_5_2"	"SI-2"
"728"	"A12_G11_P3-G02_LIG141_5_2"	"SI-2"
"729"	"A12_G12_P1-F11_LIG359_5_2"	"SI-2"
"730"	"B02_B01_P1-F09_LIG95_5_2"	"SR-2"
"731"	"B02_B01_P1-F11_LIG160_5_2"	"SI-2"
"732"	"B02_B02_P1-F11_LIG122_5_2"	"SI-2"
"733"	"B02_B02_P1-F11_LIG308_5_2"	"PA-1"
"734"	"B02_B03_P1-F09_LIG30_5_2"	"SR-2"
"735"	"B02_B03_P1-F09_LIG71_5_2"	"SR-2"
"736"	"B02_B04_P1-F10_LIG108_5_2"	"PA-1"
"737"	"B02_B04_P1-F12_LIG105_5_2"	"PA-1"
"738"	"B02_B05_P1-F11_LIG24_5_2"	"SR-2"
"739"	"B02_B06_P1-F09_LIG58_5_2"	"SR-2"
"740"	"B02_B06_P1-F10_LIG154_5_2"	"SR-2"
"741"	"B02_B07_P3-G02_LIG377_5_2"	"SR-2"
"742"	"B02_B08_P1-F11_LIG254_5_2"	"SI-2"
"743"	"B02_B08_P1-F12_LIG47_5_2"	"SR-2"
"744"	"B02_B09_P1-F12_LIG13_5_2"	"SI-2"
"745"	"B02_B11_P1-F09_LIG146_5_2"	"SR-2"
"746"	"B02_B11_P1-F09_LIG170_5_2"	"SI-2"
"747"	"B02_B11_P1-F11_LIG55_5_2"	"SR-2"
"748"	"B02_B11_P3-G02_LIG195_5_2"	"SR-2"
"749"	"B02_B12_P1-F10_LIG119_5_2"	"SR-2"
"750"	"B02_B12_P1-F11_LIG217_5_2"	"PA-1"
"751"	"B03_C01_P3-G03_LIG40_5_2"	"SI-2"
"752"	"B03_C02_P1-F09_LIG171_5_2"	"SI-2"
"753"	"B03_C02_P1-F10_LIG123_5_2"	"SR-2"
"754"	"B03_C03_P1-F10_LIG290_5_2"	"SI-2"
"755"	"B03_C04_P1-F10_LIG121_5_2"	"SR-2"
"756"	"B03_C04_P3-G03_LIG265_5_2"	"SR-2"
"757"	"B03_C05_P1-F09_LIG53_5_2"	"SR-2"
"758"	"B03_C06_P1-F10_LIG186_5_2"	"SR-2"
"759"	"B03_C06_P3-G03_LIG54_5_2"	"SR-2"
"760"	"B03_C07_P1-F11_LIG255_5_2"	"SI-2"
"761"	"B03_C09_P3-G03_LIG158_5_2"	"SI-2"
"762"	"B03_C11_P1-F12_LIG6_5_2"	"SR-2"
"763"	"B03_C11_P3-G03_LIG139_5_2"	"PA-1"
"764"	"B05_D01_P1-F10_LIG34_5_2"	"SR-2"
"765"	"B05_D01_P1-F12_LIG42_5_2"	"SI-2"
"766"	"B05_D01_P3-G02_LIG132_5_2"	"SI-2"
"767"	"B05_D02_P1-F09_LIG175_5_2"	"SI-2"
"768"	"B05_D03_P1-F09_LIG92_5_2"	"SI-2"
"769"	"B05_D04_P3-G03_LIG111_5_2"	"PA-1"
"770"	"B05_D06_P3-G03_LIG227_5_2"	"PA-1"
"771"	"B05_D08_P1-F11_LIG336_5_2"	"SR-2"
"772"	"B05_D08_P3-G02_LIG80_5_2"	"SI-2"
"773"	"B05_D10_P1-F11_LIG291_5_2"	"SI-2"
"774"	"B06_E03_P1-F11_LIG296_5_2"	"SR-2"
"775"	"B06_E03_P1-F12_LIG306_5_2"	"SR-2"
"776"	"B06_E03_P1-F12_LIG315_5_2"	"SR-2"
"777"	"B06_E03_P3-G02_LIG213_5_2"	"SI-2"
"778"	"B06_E04_P1-F09_LIG328_5_2"	"PA-1"
"779"	"B06_E05_P1-F09_LIG43_5_2"	"SR-2"
"780"	"B06_E06_P1-F10_LIG46_5_2"	"PA-1"
"781"	"B06_E06_P1-F11_LIG335_5_2"	"SR-2"
"782"	"B06_E06_P1-F12_LIG151_5_2"	"SR-2"
"783"	"B06_E06_P3-G03_LIG92_5_2"	"SI-2"
"784"	"B06_E07_P1-F09_LIG45_5_2"	"SR-2"
"785"	"B06_E07_P1-F12_LIG110_5_2"	"SI-2"
"786"	"B06_E10_P1-F09_LIG302_5_2"	"PA-1"
"787"	"B06_E12_P1-F12_LIG373_5_2"	"PA-1"
"788"	"B10_A01_P1-F09_LIG8_5_2"	"SI-2"
"789"	"B10_A02_P1-F11_LIG55_5_2"	"SI-2"
"790"	"B10_A03_P1-F10_LIG108_5_2"	"SI-2"
"791"	"B10_A03_P3-G02_LIG173_5_2"	"PA-1"
"792"	"B10_A05_P1-F09_LIG68_5_2"	"SR-2"
"793"	"B10_A06_P1-F10_LIG222_5_2"	"SR-2"
"794"	"B10_A06_P1-F11_LIG248_5_2"	"PA-1"
"795"	"B10_A06_P3-G02_LIG227_5_2"	"SI-2"
"796"	"B10_A07_P1-F09_LIG282_5_2"	"SI-2"
"797"	"B10_A07_P1-F09_LIG380_5_2"	"SR-2"
"798"	"B10_A07_P1-F09_LIG69_5_2"	"SI-2"
"799"	"B10_A07_P1-F10_LIG364_5_2"	"PA-1"
"800"	"B10_A07_P1-F11_LIG110_5_2"	"SR-2"
"801"	"B10_A07_P3-G02_LIG140_5_2"	"SI-2"
"802"	"B10_A08_P1-F09_LIG110_5_2"	"PA-1"
"803"	"B10_A08_P1-F11_LIG170_5_2"	"SR-2"
"804"	"B10_A08_P3-G03_LIG91_5_2"	"SR-2"
"805"	"B10_A09_P3-G02_LIG58_5_2"	"PA-1"
"806"	"B10_A10_P3-G03_LIG130_5_2"	"SR-2"
"807"	"B10_A10_P3-G03_LIG246_5_2"	"SR-2"
"808"	"B10_A12_P1-F09_LIG239_5_2"	"PA-1"
"809"	"B11_B02_P3-G02_LIG227_5_2"	"SI-2"
"810"	"B11_B04_P1-F09_LIG62_5_2"	"SR-2"
"811"	"B11_B04_P3-G02_LIG292_5_2"	"SI-2"
"812"	"B11_B04_P3-G03_LIG205_5_2"	"SR-2"
"813"	"B11_B04_P3-G03_LIG47_5_2"	"PA-1"
"814"	"B11_B06_P1-F11_LIG255_5_2"	"SI-2"
"815"	"B11_B07_P1-F12_LIG285_5_2"	"PA-1"
"816"	"B11_B07_P3-G02_LIG142_5_2"	"PA-1"
"817"	"B11_B09_P3-G02_LIG109_5_2"	"SR-2"
"818"	"B11_B10_P1-F11_LIG362_5_2"	"SI-2"
"819"	"B11_B11_P1-F12_LIG225_5_2"	"SR-2"
"820"	"B11_B12_P1-F10_LIG227_5_2"	"SR-2"
"821"	"B11_F01_P1-F12_LIG67_5_2"	"PA-1"
"822"	"B11_F02_P1-F10_LIG290_5_2"	"PA-1"
"823"	"B11_F03_P1-F11_LIG263_5_2"	"SI-2"
"824"	"B11_F04_P1-F12_LIG116_5_2"	"PA-1"
"825"	"B11_F04_P3-G02_LIG162_5_2"	"SI-2"
"826"	"B11_F04_P3-G02_LIG196_5_2"	"SR-2"
"827"	"B11_F05_P1-F09_LIG40_5_2"	"SI-2"
"828"	"B11_F05_P1-F12_LIG90_5_2"	"PA-1"
"829"	"B11_F07_P1-F09_LIG251_5_2"	"SR-2"
"830"	"B11_F10_P1-F09_LIG254_5_2"	"SR-2"
"831"	"B11_F10_P1-F10_LIG243_5_2"	"SI-2"
"832"	"B11_F10_P1-F10_LIG86_5_2"	"SI-2"
"833"	"B11_F10_P1-F12_LIG73_5_2"	"SI-2"
"834"	"B11_F11_P1-F10_LIG289_5_2"	"SR-2"
"835"	"B11_F12_P1-F12_LIG10_5_2"	"SR-2"
"836"	"B11_F12_P3-G02_LIG193_5_2"	"PA-1"
"837"	"B12_G03_P1-F10_LIG287_5_2"	"SR-2"
"838"	"B12_G05_P1-F09_LIG346_5_2"	"SI-2"
"839"	"B12_G05_P1-F11_LIG312_5_2"	"SI-2"
"840"	"B12_G05_P1-F12_LIG204_5_2"	"PA-1"
"841"	"B12_G05_P3-G02_LIG326_5_2"	"SR-2"
"842"	"B12_G06_P1-F11_LIG225_5_2"	"SR-2"
"843"	"B12_G08_P1-F12_LIG35_5_2"	"PA-1"
"844"	"B12_G08_P3-G02_LIG108_5_2"	"PA-1"
"845"	"B12_G09_P1-F09_LIG254_5_2"	"SI-2"
"846"	"B12_G09_P1-F12_LIG182_5_2"	"PA-1"
"847"	"B12_G10_P1-F09_LIG201_5_2"	"SR-2"
"848"	"B12_G10_P3-G03_LIG222_5_2"	"SI-2"
"849"	"B12_G12_P1-F10_LIG175_5_2"	"SR-2"
"850"	"B12_G12_P1-F11_LIG75_5_2"	"SI-2"
"851"	"C02_B01_P3-G03_LIG238_5_2"	"SR-2"
"852"	"C02_B03_P1-F10_LIG278_5_2"	"SR-2"
"853"	"C02_B03_P1-F12_LIG246_5_2"	"SR-2"
"854"	"C02_B04_P1-F10_LIG23_5_2"	"PA-1"
"855"	"C02_B04_P1-F11_LIG282_5_2"	"SR-2"
"856"	"C02_B05_P1-F09_LIG271_5_2"	"SR-2"
